LoanID,CustomerID,LoanType,Amount,InterestRate,TermMonths,DisbursementDate
LOAN001148,CUST002173,Vehicle,246887.1,9.81,48,26/03/2025
LOAN001149,CUST002825,Home,860020.86,10.49,360,2026-02-11
LOAN001150,CUST001967,Vehicle,577174.34,16.27,36,2022-03-19
LOAN001151,CUST000807,Personal,85986.93,12.55,60,22/08/2021
LOAN001152,CUST000563,Personal,70548.36,17.57,24,2025-07-01
LOAN001153,CUST001001,Home,1168161.46,17.38,120,30/03/2026
LOAN001154,CUST002639,Vehicle,274231.27,18.78,240,26/12/2021
LOAN001155,CUST002305,Home,1477629.46,8.87,360,18/10/2022
LOAN001156,CUST002625,Personal,15753.8,13.06,36,27/03/2024
LOAN001157,CUST002028,Personal,77921.12,13.62,36,2023-03-24
LOAN001158,CUST001559,Home,1352131.51,17.79,180,05/07/2023
LOAN001159,CUST000808,Home,1986079.25,10.97,240,2024-08-05
LOAN001160,CUST002134,Home,1812850.72,16.85,120,06/05/2023
LOAN001161,CUST002635,Personal,62961.68,23.44,60,22/10/2024
LOAN001162,CUST001994,Personal,13764.28,21.06,24,01/06/2025
LOAN001163,CUST000470,Home,892973.09,23.52,180,2025-07-21
LOAN001164,CUST002519,Personal,128366.1,14.73,120,2024-07-22
LOAN001165,CUST001006,Personal,144110.86,13.93,60,06/03/2022
LOAN001166,CUST000413,Personal,81657.06,9.05,12,12/05/2024
LOAN001167,CUST002634,Personal,128988.21,9.11,12,22/02/2023
LOAN001168,CUST001237,Home,1793942.15,21.98,180,13/11/2022
LOAN001169,CUST000506,Home,1981542.63,21.95,180,12/06/2022
LOAN001170,CUST000591,Vehicle,448781.5,19.05,24,04/11/2023
LOAN001171,CUST002730,Personal,76077.76,12.63,24,24/09/2023
LOAN001172,CUST001062,Home,405500.17,15.72,240,2023-11-11
LOAN001173,CUST002338,Vehicle,493975.26,16.64,24,2026-04-26
LOAN001174,CUST000778,Personal,69017.05,13.37,48,2023-12-05
LOAN001175,CUST000699,Home,1554836.8,10.38,120,2025-09-20
LOAN001176,CUST001787,Home,414537.52,11.9,240,2022-08-21
LOAN001177,CUST000895,Vehicle,220302.54,19.23,24,08/11/2021
LOAN001178,CUST002447,Home,1666152.18,21.42,240,2026-03-09
LOAN001179,CUST001800,Home,1484292.1,18.75,120,2022-12-04
LOAN001180,CUST002884,Vehicle,168626.41,13.23,12,26/07/2024
LOAN001181,CUST002635,Vehicle,384146.09,19.43,12,10/02/2023
LOAN001182,CUST001189,Personal,87712.19,9.42,12,2021-11-18
LOAN001183,CUST001626,Personal,36377.87,23.18,120,2022-06-14
LOAN001184,CUST000024,Vehicle,294337.77,23.26,24,2025-05-02
LOAN001185,CUST000212,Vehicle,542815.35,18.28,24,04/12/2022
LOAN001186,CUST001602,Vehicle,341662.15,14.52,60,03/11/2025
LOAN001187,CUST002458,Vehicle,320942.58,9.67,240,11/03/2022
LOAN001188,CUST001706,Home,855812.89,12.93,120,31/08/2024
LOAN001189,CUST000784,Vehicle,552606.45,21.35,36,2022-04-15
LOAN001190,CUST002120,Vehicle,131154.45,12.97,12,2024-08-09
LOAN001191,CUST000700,Personal,19839.45,22.94,240,2021-10-23
LOAN001192,CUST002979,Home,726199.61,9.68,120,16/02/2022
LOAN001193,CUST000648,Home,968211.63,7.67,180,2021-10-03
LOAN001194,CUST000651,Home,1719555.97,11.71,240,06/12/2024
LOAN001195,CUST001274,Home,1683022.36,20.95,120,2025-10-19
LOAN001196,CUST002193,Vehicle,423552.03,16.09,240,02/06/2024
LOAN001197,CUST002871,Vehicle,106940.67,22.75,60,09/10/2021
LOAN001198,CUST000732,Home,427565.89,21.31,240,2025-02-04
LOAN001199,CUST001518,Personal,39959.79,22.37,240,2021-11-12
LOAN001200,CUST002020,Vehicle,391140.25,24.32,240,2025-01-30
LOAN001201,CUST000749,Home,1667355.77,15.02,240,03/11/2022
LOAN001202,CUST002749,Personal,68345.86,11.11,60,2022-10-31
LOAN001203,CUST002380,Home,1038483.31,17.09,180,2024-11-26
LOAN001204,CUST002095,Personal,85554.91,17.53,240,13/10/2025
LOAN001205,CUST001882,Vehicle,166534.26,17.06,240,21/04/2023
LOAN001206,CUST001124,Vehicle,463548.74,10.64,12,2025-02-05
LOAN001207,CUST002135,Home,1076234.05,18.19,120,09/07/2024
LOAN001208,CUST002370,Vehicle,457243.09,17.82,120,2023-04-15
LOAN001209,CUST000234,Vehicle,447696.63,13.52,120,12/12/2021
LOAN001210,CUST002260,Vehicle,83187.58,23.49,60,01/10/2023
LOAN001211,CUST000811,Vehicle,398217.1,21.11,48,30/01/2024
LOAN001212,CUST000974,Home,1497393.95,17.01,120,2022-09-24
LOAN001213,CUST002263,Home,909285.06,12.36,240,03/03/2023
LOAN001214,CUST001379,Home,576901.69,9.25,240,2023-05-24
LOAN001215,CUST000395,Vehicle,115006.86,17.62,36,2025-08-12
LOAN001216,CUST000107,Vehicle,468782.6,17.88,12,12/08/2023
LOAN001217,CUST000940,Home,1443291.45,14.49,360,21/09/2024
LOAN001218,CUST001032,Vehicle,254290.81,8.63,12,2025-11-15
LOAN001219,CUST000551,Home,1839536.61,14.8,240,09/04/2022
LOAN001220,CUST002906,Vehicle,579481.0,10.96,12,2023-03-04
LOAN001221,CUST001808,Personal,96828.64,8.6,12,2025-06-11
LOAN001222,CUST000570,Home,822252.65,24.1,240,2023-03-19
LOAN001223,CUST001734,Personal,135957.9,11.75,60,29/07/2023
LOAN001224,CUST000978,Personal,15197.88,24.74,24,2024-10-09
LOAN001225,CUST000221,Personal,149465.18,21.71,24,18/11/2023
LOAN001226,CUST002182,Vehicle,93700.41,9.16,24,2026-05-10
LOAN001227,CUST000380,Personal,107222.71,19.29,120,2024-08-16
LOAN001228,CUST000098,Personal,14819.73,16.97,36,10/05/2022
LOAN001229,CUST002599,Personal,24533.82,17.07,48,14/10/2021
LOAN001230,CUST002327,Vehicle,474933.91,18.05,36,21/02/2026
LOAN001231,CUST002639,Personal,35395.55,12.92,24,19/01/2026
LOAN001232,CUST000178,Home,648382.33,14.66,120,2021-09-09
LOAN001233,CUST000050,Personal,121694.49,18.44,12,2024-07-24
LOAN001234,CUST001865,Personal,22684.01,17.44,120,2025-07-17
LOAN001235,CUST002790,Personal,109508.99,9.73,120,2024-01-29
LOAN001236,CUST001902,Vehicle,527525.09,9.77,120,2025-05-29
LOAN001237,CUST002930,Home,1627876.41,17.13,360,25/01/2024
LOAN001238,CUST000892,Home,1550434.92,16.2,120,04/06/2024
LOAN001239,CUST002184,Vehicle,395365.16,24.39,12,2023-04-05
LOAN001240,CUST002076,Vehicle,163583.19,15.79,36,2022-08-16
LOAN001241,CUST002089,Home,1297778.77,21.57,360,2025-08-26
LOAN001242,CUST000465,Vehicle,456579.65,16.87,36,2021-09-22
LOAN001243,CUST002982,Home,1283856.22,19.29,240,2025-02-20
LOAN001244,CUST001307,Vehicle,535713.84,16.37,240,2023-06-10
LOAN001245,CUST002711,Vehicle,411531.23,14.31,24,2026-06-23
LOAN001246,CUST000965,Personal,57446.08,17.65,24,13/12/2021
LOAN001247,CUST000934,Personal,102769.46,16.49,48,11/12/2021
LOAN001248,CUST001455,Home,1961105.96,10.93,120,03/03/2026
LOAN001249,CUST001427,Personal,12999.62,20.01,120,2022-09-02
LOAN001250,CUST001844,Vehicle,474846.98,20.7,12,16/01/2024
LOAN001251,CUST002640,Home,1945066.13,19.96,180,2024-05-23
LOAN001252,CUST000573,Personal,115531.47,19.32,240,2024-04-06
LOAN001253,CUST000512,Home,1585364.36,21.11,120,16/08/2023
LOAN001254,CUST001145,Home,1054108.26,9.15,120,2025-03-04
LOAN001255,CUST002138,Vehicle,292604.52,14.78,12,26/09/2025
LOAN001256,CUST002039,Personal,144189.71,8.53,240,29/02/2024
LOAN001257,CUST000482,Vehicle,139789.8,16.24,12,26/10/2021
LOAN001258,CUST002839,Personal,38484.92,12.46,12,21/11/2023
LOAN001259,CUST001541,Personal,118945.39,18.97,36,23/02/2024
LOAN001260,CUST000876,Vehicle,501654.89,18.62,12,2023-09-26
LOAN001261,CUST001812,Home,686885.48,18.36,360,2022-11-21
LOAN001262,CUST001158,Home,1275137.64,22.38,120,2025-09-05
LOAN001263,CUST001745,Personal,139718.23,20.86,60,03/01/2023
LOAN001264,CUST002824,Personal,24705.41,14.09,36,07/10/2022
LOAN001265,CUST000331,Personal,78965.16,23.12,60,05/10/2022
LOAN001266,CUST001110,Personal,8128.22,10.94,48,2025-05-05
LOAN001267,CUST002822,Home,1670311.04,13.25,120,07/05/2023
LOAN001268,CUST000506,Personal,50704.35,8.77,24,23/10/2023
LOAN001269,CUST002622,Home,412984.49,9.89,120,31/03/2025
LOAN001270,CUST000836,Personal,75876.03,8.42,60,2022-02-18
LOAN001271,CUST001085,Home,600111.56,10.35,240,02/10/2022
LOAN001272,CUST000820,Home,1908593.84,17.25,240,2025-03-03
LOAN001273,CUST002808,Home,503862.48,12.94,120,23/11/2025
LOAN001274,CUST001350,Home,1002248.07,12.97,240,07/05/2023
LOAN001275,CUST000246,Home,562180.43,16.79,240,19/04/2023
LOAN001276,CUST000750,Vehicle,241691.29,21.4,12,2024-01-20
LOAN001277,CUST002094,Personal,55363.93,8.47,36,2026-01-24
LOAN001278,CUST002081,Vehicle,535465.48,16.51,24,12/10/2024
LOAN001279,CUST002934,Personal,139278.31,19.08,48,2024-07-17
LOAN001280,CUST000868,Vehicle,507065.2,13.78,240,10/10/2023
LOAN001281,CUST002002,Personal,56928.64,15.89,48,17/08/2023
LOAN001282,CUST001254,Home,749723.64,14.93,120,2024-05-14
LOAN001283,CUST000556,Personal,68040.35,14.29,60,19/08/2025
LOAN001284,CUST000852,Personal,144240.9,16.15,36,2022-03-08
LOAN001285,CUST001556,Vehicle,230931.83,7.86,240,2024-03-18
LOAN001286,CUST000644,Personal,22586.09,22.46,48,21/05/2025
LOAN001287,CUST000248,Home,1325188.82,17.48,360,2023-07-28
LOAN001288,CUST002309,Personal,127149.05,9.99,48,2024-06-10
LOAN001289,CUST001216,Home,1817684.88,11.0,360,31/03/2022
LOAN001290,CUST002787,Personal,36552.96,24.53,24,05/11/2022
LOAN001291,CUST001096,Personal,102728.05,23.82,36,23/12/2022
LOAN001292,CUST000372,Vehicle,560816.52,21.18,48,09/02/2023
LOAN001293,CUST001255,Vehicle,457472.53,18.02,36,19/12/2021
LOAN001294,CUST000710,Vehicle,461183.9,15.31,12,2023-08-21
LOAN001295,CUST002699,Vehicle,229706.37,21.44,120,27/05/2026
LOAN001296,CUST001147,Vehicle,522003.37,23.2,120,2024-05-26
LOAN001297,CUST001949,Personal,91956.69,14.24,24,04/09/2024
LOAN001298,CUST000166,Home,760060.35,12.34,240,14/05/2025
LOAN001299,CUST000948,Home,468808.5,16.28,360,2025-12-29
LOAN001300,CUST000538,Personal,55781.18,16.76,240,2025-11-16
LOAN001301,CUST002408,Personal,74140.04,13.7,36,2021-08-22
LOAN001302,CUST000748,Home,1829863.79,11.09,240,2022-02-28
LOAN001303,CUST000793,Home,668939.04,20.23,360,2022-11-11
LOAN001304,CUST002370,Vehicle,396113.83,10.76,240,17/04/2024
LOAN001305,CUST000677,Personal,10954.33,8.68,48,2026-02-21
LOAN001306,CUST002332,Vehicle,442392.25,19.1,48,21/03/2025
LOAN001307,CUST001952,Home,1144421.19,11.83,240,2022-03-10
LOAN001308,CUST002278,Home,1252535.55,15.39,120,2021-09-25
LOAN001309,CUST000859,Vehicle,106904.59,22.14,60,09/09/2023
LOAN001310,CUST002508,Home,1837750.17,15.79,180,2024-12-17
LOAN001311,CUST000655,Home,1561530.59,19.41,120,08/06/2026
LOAN001312,CUST000110,Vehicle,412228.6,16.64,120,20/03/2022
LOAN001313,CUST000708,Vehicle,110571.92,7.98,24,30/10/2025
LOAN001314,CUST001144,Personal,131354.6,13.54,60,2026-01-31
LOAN001315,CUST000155,Vehicle,376522.08,9.79,240,2026-01-05
LOAN001316,CUST002114,Personal,122864.66,20.06,60,23/04/2023
LOAN001317,CUST000686,Personal,71735.38,10.92,24,2023-07-18
LOAN001318,CUST001905,Home,1806182.02,13.35,120,2024-04-21
LOAN001319,CUST001818,Vehicle,565032.64,16.43,12,25/01/2025
LOAN001320,CUST001396,Home,1176646.38,19.38,240,24/02/2022
LOAN001321,CUST000177,Personal,90216.64,12.66,36,24/12/2025
LOAN001322,CUST001612,Personal,135682.25,9.73,120,2025-12-26
LOAN001323,CUST001180,Vehicle,360891.89,20.85,12,2024-06-22
LOAN001324,CUST001108,Personal,49727.35,20.82,60,07/08/2024
LOAN001325,CUST000435,Personal,103886.96,15.97,24,16/06/2026
LOAN001326,CUST002352,Home,1879413.72,23.23,180,2021-10-15
LOAN001327,CUST001840,Home,1866468.62,11.96,360,2025-03-14
LOAN001328,CUST002309,Home,1453933.49,16.39,360,24/04/2023
LOAN001329,CUST000353,Vehicle,119195.69,8.45,240,10/10/2023
LOAN001330,CUST002065,Home,1963173.05,15.29,120,2023-07-30
LOAN001331,CUST001862,Vehicle,544239.14,15.73,24,2023-10-12
LOAN001332,CUST001090,Personal,45417.25,13.7,48,2025-09-03
LOAN001333,CUST001108,Home,1977162.43,15.16,120,27/12/2022
LOAN001334,CUST002085,Personal,74958.56,22.08,12,30/11/2023
LOAN001335,CUST000206,Home,603338.2,22.01,180,2022-03-24
LOAN001336,CUST001403,Vehicle,324203.94,21.01,24,2022-06-20
LOAN001337,CUST000633,Personal,57809.85,22.34,12,2025-05-02
LOAN001338,CUST002360,Personal,85122.16,13.57,240,2026-01-27
LOAN001339,CUST001560,Home,1499586.86,7.84,360,2026-03-05
LOAN001340,CUST002859,Home,1679035.98,24.09,120,2021-12-23
LOAN001341,CUST002609,Personal,135771.75,14.56,24,2025-12-21
LOAN001342,CUST001094,Personal,90304.49,18.23,60,26/06/2024
LOAN001343,CUST000179,Vehicle,94358.82,14.92,48,2023-05-21
LOAN001344,CUST001014,Home,941456.27,22.67,180,2024-10-04
LOAN001345,CUST002706,Personal,118670.44,15.99,240,07/06/2023
LOAN001346,CUST000977,Home,1251692.88,16.26,360,22/09/2023
LOAN001347,CUST002900,Home,434870.81,16.02,360,26/01/2024
LOAN001348,CUST001791,Personal,112162.73,14.97,60,2024-06-16
LOAN001349,CUST000698,Home,1531536.36,16.01,240,19/03/2026
LOAN001350,CUST002061,Personal,96026.26,16.21,60,2022-01-16
LOAN001351,CUST002593,Home,739006.21,10.3,120,2023-01-11
LOAN001352,CUST000653,Vehicle,513938.93,9.63,60,2023-03-30
LOAN001353,CUST002711,Personal,71848.77,19.61,24,04/05/2024
LOAN001354,CUST001720,Vehicle,559957.68,15.39,36,24/12/2025
LOAN001355,CUST001904,Personal,57689.89,18.81,120,01/06/2024
LOAN001356,CUST002363,Home,836606.24,8.97,180,2025-09-19
LOAN001357,CUST002014,Home,1555599.52,23.52,360,31/08/2023
LOAN001358,CUST001642,Home,1687916.68,22.49,360,26/02/2023
LOAN001359,CUST002625,Home,899740.63,9.93,240,18/02/2023
LOAN001360,CUST001490,Home,845113.97,8.58,360,11/06/2022
LOAN001361,CUST001918,Vehicle,333578.3,13.77,24,09/04/2022
LOAN001362,CUST001482,Personal,29158.64,19.55,60,27/07/2025
LOAN001363,CUST000951,Vehicle,323054.86,18.73,120,07/03/2025
LOAN001364,CUST001251,Vehicle,496211.3,14.72,24,07/06/2026
LOAN001365,CUST001053,Personal,89702.66,11.8,12,2022-08-08
LOAN001366,CUST000991,Personal,83877.94,21.78,24,2024-02-13
LOAN001367,CUST000088,Personal,138658.12,14.47,120,24/05/2024
LOAN001368,CUST000547,Vehicle,339039.39,19.62,36,05/08/2024
LOAN001369,CUST001688,Personal,87579.41,18.09,24,20/01/2022
LOAN001370,CUST001856,Home,1921287.67,24.16,120,2022-12-19
LOAN001371,CUST001345,Vehicle,126275.99,13.57,24,24/02/2022
LOAN001372,CUST002223,Home,1034444.5,19.89,180,30/11/2022
LOAN001373,CUST001901,Vehicle,425433.15,18.87,12,2023-09-22
LOAN001374,CUST002458,Home,958026.67,18.2,120,2025-12-02
LOAN001375,CUST001256,Vehicle,300775.47,18.53,60,26/12/2022
LOAN001376,CUST002199,Vehicle,284533.87,12.44,120,30/01/2026
LOAN001377,CUST001875,Vehicle,332328.12,10.83,60,06/06/2026
LOAN001378,CUST000017,Vehicle,593033.71,9.78,12,09/04/2025
LOAN001379,CUST001282,Personal,92974.04,22.4,60,2026-02-11
LOAN001380,CUST000527,Personal,32241.54,9.66,12,04/11/2024
LOAN001381,CUST002995,Vehicle,222488.43,21.36,36,2022-04-05
LOAN001382,CUST000617,Home,1529314.73,8.12,180,01/08/2022
LOAN001383,CUST002778,Home,669012.62,13.64,180,2025-09-10
LOAN001384,CUST002760,Home,523510.14,16.87,180,12/04/2025
LOAN001385,CUST002439,Personal,39077.55,20.67,240,13/09/2021
LOAN001386,CUST002168,Personal,102521.57,12.68,36,02/01/2026
LOAN001387,CUST002459,Personal,75739.58,11.2,120,2026-04-15
LOAN001388,CUST002491,Personal,79746.25,21.27,60,2024-03-22
LOAN001389,CUST000353,Personal,43424.74,7.92,24,2025-06-30
LOAN001390,CUST002878,Home,1437766.86,19.5,240,2021-08-06
LOAN001391,CUST001406,Home,1393217.9,11.98,240,30/08/2025
LOAN001392,CUST001383,Personal,68447.8,13.08,24,2021-09-10
LOAN001393,CUST001754,Home,465451.0,9.34,360,2022-07-26
LOAN001394,CUST002488,Vehicle,467387.18,12.13,24,14/03/2026
LOAN001395,CUST002629,Vehicle,115866.55,9.21,12,17/05/2024
LOAN001396,CUST002535,Personal,97305.21,22.37,48,02/03/2025
LOAN001397,CUST000882,Vehicle,312160.82,19.76,24,2024-02-17
LOAN001398,CUST000459,Personal,92438.07,19.48,48,2025-08-27
LOAN001399,CUST001486,Personal,148027.56,12.98,120,2023-01-07
LOAN001400,CUST002759,Home,443268.84,10.75,360,2022-02-07
LOAN001401,CUST002757,Personal,125818.83,13.16,120,2025-01-15
LOAN001402,CUST001029,Personal,5559.02,22.75,48,21/09/2025
LOAN001403,CUST002410,Home,657451.01,9.12,360,2023-10-02
LOAN001404,CUST000231,Personal,105052.63,15.56,120,2023-09-10
LOAN001405,CUST000979,Personal,138378.02,13.05,60,10/11/2022
LOAN001406,CUST002234,Vehicle,549278.78,13.06,48,26/10/2025
LOAN001407,CUST001525,Personal,13174.84,11.29,240,2026-06-14
LOAN001408,CUST002598,Personal,90260.23,24.47,24,01/03/2025
LOAN001409,CUST001355,Vehicle,577816.85,12.44,48,20/02/2022
LOAN001410,CUST001895,Vehicle,367424.79,18.88,36,2023-04-22
LOAN001411,CUST002916,Home,1015967.55,12.49,180,15/12/2021
LOAN001412,CUST000267,Home,1952635.1,13.31,240,20/06/2025
LOAN001413,CUST001285,Vehicle,242556.5,24.43,24,2025-02-22
LOAN001414,CUST001622,Vehicle,518427.42,17.4,48,05/03/2023
LOAN001415,CUST001341,Home,1262743.68,21.23,360,2024-01-23
LOAN001416,CUST002890,Personal,118917.95,11.31,24,04/12/2022
LOAN001417,CUST001050,Personal,31439.05,18.59,60,2024-09-01
LOAN001418,CUST000380,Personal,86773.28,20.24,36,02/02/2024
LOAN001419,CUST001857,Home,1299384.89,18.66,180,2025-05-22
LOAN001420,CUST001760,Home,376625.55,12.84,180,2025-01-16
LOAN001421,CUST001994,Personal,94730.0,10.2,24,2023-02-11
LOAN001422,CUST000609,Personal,7340.44,12.92,240,2026-02-11
LOAN001423,CUST002934,Vehicle,272025.95,24.71,12,12/09/2023
LOAN001424,CUST001772,Vehicle,215355.94,19.28,48,25/02/2026
LOAN001425,CUST002701,Personal,92501.32,24.88,24,22/06/2025
LOAN001426,CUST002072,Home,1467964.7,10.21,360,16/02/2023
LOAN001427,CUST001768,Home,966624.33,23.67,180,2025-09-15
LOAN001428,CUST002071,Vehicle,189388.04,10.26,48,26/10/2024
LOAN001429,CUST002594,Vehicle,381226.32,14.93,36,18/11/2025
LOAN001430,CUST000585,Personal,59665.52,13.2,24,2021-09-28
LOAN001431,CUST002214,Home,1907314.68,21.77,360,2024-09-08
LOAN001432,CUST000789,Home,1537014.5,21.09,180,2021-08-09
LOAN001433,CUST001630,Home,1787905.58,9.33,360,28/03/2022
LOAN001434,CUST000357,Personal,140914.46,17.02,48,02/06/2023
LOAN001435,CUST002130,Vehicle,365426.69,19.6,240,16/03/2026
LOAN001436,CUST000078,Vehicle,210301.68,20.62,36,17/11/2024
LOAN001437,CUST000356,Personal,80420.51,11.49,48,14/11/2022
LOAN001438,CUST000416,Home,1254458.59,16.97,180,2022-04-24
LOAN001439,CUST002399,Personal,62281.09,8.69,48,2025-07-27
LOAN001440,CUST002468,Vehicle,336858.99,24.37,48,2025-03-05
LOAN001441,CUST002759,Vehicle,81226.42,22.75,240,2022-12-15
LOAN001442,CUST000739,Personal,16132.94,8.04,36,2022-07-17
LOAN001443,CUST000993,Personal,89091.33,21.66,24,15/11/2025
LOAN001444,CUST000020,Vehicle,114615.33,17.83,240,2026-03-30
LOAN001445,CUST002437,Personal,29354.42,23.42,60,13/10/2025
LOAN001446,CUST000075,Personal,10069.83,23.12,60,2025-04-02
LOAN001447,CUST002357,Personal,101147.56,19.64,48,2021-07-31
LOAN001448,CUST000325,Personal,106377.66,24.05,120,23/11/2021
LOAN001449,CUST001205,Home,1802077.16,22.29,180,2024-04-23
LOAN001450,CUST000466,Home,1633068.56,13.99,360,2022-08-04
LOAN001451,CUST000466,Home,1137782.16,15.59,120,2022-06-11
LOAN001452,CUST002184,Vehicle,149354.66,24.33,24,2023-08-16
LOAN001453,CUST002234,Home,1359515.77,23.74,120,2022-11-10
LOAN001454,CUST000688,Home,1265432.71,9.47,180,2023-06-09
LOAN001455,CUST001087,Personal,59325.39,19.64,24,2024-06-09
LOAN001456,CUST001575,Personal,104069.96,10.29,48,2024-09-13
LOAN001457,CUST000405,Vehicle,125894.07,15.1,12,13/12/2023
LOAN001458,CUST000686,Vehicle,550785.45,23.0,24,18/10/2024
LOAN001459,CUST002071,Vehicle,123389.44,9.43,48,14/06/2022
LOAN001460,CUST002449,Home,1561349.54,7.62,180,16/01/2023
LOAN001461,CUST000694,Personal,53298.45,15.02,240,2022-09-15
LOAN001462,CUST001980,Personal,29741.65,19.43,12,01/01/2023
LOAN001463,CUST001479,Personal,97903.89,21.28,12,2023-12-14
LOAN001464,CUST000113,Vehicle,111537.29,15.28,36,26/06/2025
LOAN001465,CUST001692,Personal,81504.57,23.67,36,30/06/2023
LOAN001466,CUST002499,Personal,38739.31,16.06,48,2023-04-28
LOAN001467,CUST001609,Vehicle,92322.16,12.24,48,07/12/2023
LOAN001468,CUST000032,Personal,54262.66,8.97,120,2022-01-15
LOAN001469,CUST002970,Home,1390109.5,9.89,180,2022-02-12
LOAN001470,CUST000535,Vehicle,364514.62,7.69,24,2025-11-24
LOAN001471,CUST001750,Personal,113953.94,23.08,12,12/04/2025
LOAN001472,CUST000121,Vehicle,390199.72,10.61,36,2022-12-24
LOAN001473,CUST001945,Home,412443.55,21.45,240,2026-05-02
LOAN001474,CUST002322,Home,967890.9,15.08,360,02/03/2023
LOAN001475,CUST001043,Personal,96459.52,21.93,240,28/10/2024
LOAN001476,CUST002805,Vehicle,410054.37,8.9,60,2022-02-19
LOAN001477,CUST000409,Vehicle,380325.61,24.84,12,08/11/2023
LOAN001478,CUST001799,Home,1149740.85,14.74,360,2023-02-19
LOAN001479,CUST000119,Vehicle,373537.06,9.18,120,2022-02-15
LOAN001480,CUST000308,Vehicle,299526.11,23.72,36,29/12/2024
LOAN001481,CUST002274,Home,368207.32,7.57,180,12/01/2025
LOAN001482,CUST002692,Personal,49273.38,9.87,48,2025-05-16
LOAN001483,CUST002640,Vehicle,263722.92,19.5,60,12/12/2023
LOAN001484,CUST002057,Vehicle,202574.62,16.18,120,11/07/2025
LOAN001485,CUST002969,Personal,94812.88,13.41,120,22/12/2023
LOAN001486,CUST002509,Vehicle,548593.64,11.72,12,05/08/2023
LOAN001487,CUST001574,Vehicle,495953.24,12.48,36,21/09/2022
LOAN001488,CUST001308,Home,1073351.31,20.08,180,30/12/2022
LOAN001489,CUST002265,Vehicle,393461.47,14.74,60,23/01/2024
LOAN001490,CUST000925,Home,1951065.52,21.95,240,10/12/2025
LOAN001491,CUST001684,Personal,141166.11,14.88,12,2025-06-01
LOAN001492,CUST000377,Home,498374.54,14.01,180,2021-11-12
LOAN001493,CUST000868,Home,1974413.62,14.48,360,12/05/2025
LOAN001494,CUST001131,Personal,133599.66,12.13,36,08/11/2022
LOAN001495,CUST000834,Vehicle,419250.74,12.21,36,16/02/2023
LOAN001496,CUST001086,Personal,17187.64,12.6,60,29/06/2023
LOAN001497,CUST000736,Home,583390.97,22.4,240,28/09/2023
LOAN001498,CUST002557,Home,486423.11,9.44,180,12/07/2023
LOAN001499,CUST002706,Home,1390858.3,14.24,240,2026-01-20
LOAN001500,CUST001807,Vehicle,309922.91,20.17,36,20/11/2022
LOAN001501,CUST001535,Personal,99513.05,20.81,48,2025-02-23
LOAN001502,CUST001070,Home,303570.18,13.91,120,2023-03-28
LOAN001503,CUST002816,Vehicle,539390.52,23.12,24,2025-08-04
LOAN001504,CUST001329,Home,1681703.95,20.38,240,2023-01-31
LOAN001505,CUST000978,Personal,110011.62,20.42,36,01/08/2023
LOAN001506,CUST000291,Personal,49738.08,23.52,120,19/05/2024
LOAN001507,CUST002972,Personal,66737.19,7.96,12,21/05/2022
LOAN001508,CUST000603,Personal,113742.97,21.4,240,2022-07-31
LOAN001509,CUST001581,Vehicle,444027.84,13.38,12,22/08/2024
LOAN001510,CUST000037,Personal,128178.12,9.28,60,2026-03-25
LOAN001511,CUST000181,Home,1536150.24,7.53,360,01/08/2024
LOAN001512,CUST002544,Personal,32150.73,16.92,240,2023-03-10
LOAN001513,CUST000328,Vehicle,111240.52,12.1,48,17/07/2024
LOAN001514,CUST001560,Personal,58929.22,18.25,240,30/08/2021
LOAN001515,CUST000277,Vehicle,564346.3,12.47,120,12/02/2025
LOAN001516,CUST002001,Home,966836.2,10.45,180,06/07/2025
LOAN001517,CUST002887,Personal,109168.42,23.62,60,04/01/2022
LOAN001518,CUST002703,Vehicle,222095.49,15.69,36,12/01/2025
LOAN001519,CUST002064,Personal,134831.71,10.47,60,2026-01-20
LOAN001520,CUST002461,Personal,54302.06,18.66,120,2025-05-04
LOAN001521,CUST000166,Home,326977.43,13.92,120,2024-04-14
LOAN001522,CUST001150,Vehicle,133755.98,21.72,12,2024-10-14
LOAN001523,CUST000105,Vehicle,586003.95,22.72,48,13/02/2024
LOAN001524,CUST002936,Vehicle,581191.72,7.76,48,07/05/2023
LOAN001525,CUST000071,Personal,56797.82,23.28,48,17/07/2022
LOAN001526,CUST000531,Personal,120593.78,14.28,36,2022-05-04
LOAN001527,CUST000536,Home,1414180.45,22.37,120,14/03/2024
LOAN001528,CUST002594,Vehicle,590987.13,11.57,60,17/10/2025
LOAN001529,CUST001928,Home,567711.87,20.95,180,11/09/2022
LOAN001530,CUST001485,Personal,124328.74,20.96,120,04/07/2025
LOAN001531,CUST002980,Home,1125929.2,23.52,240,2026-01-17
LOAN001532,CUST001718,Home,589905.23,15.47,240,2023-03-13
LOAN001533,CUST000647,Personal,100652.39,22.32,240,2022-08-17
LOAN001534,CUST001343,Vehicle,520702.77,22.77,48,2025-03-04
LOAN001535,CUST002526,Vehicle,534180.9,8.42,60,2026-03-11
LOAN001536,CUST000242,Personal,101392.15,17.25,12,2021-09-28
LOAN001537,CUST001700,Home,439651.85,17.32,180,30/08/2021
LOAN001538,CUST000284,Home,676339.49,19.8,240,2026-03-11
LOAN001539,CUST001367,Vehicle,275060.35,10.3,24,26/01/2022
LOAN001540,CUST000090,Home,522429.69,12.22,180,11/07/2023
