LoanID,DefaultFlag,DefaultDate
LOAN001308,No,
LOAN001309,No,
LOAN001310,No,
LOAN001311,No,
LOAN001312,No,
LOAN001313,No,
LOAN001314,No,
LOAN001315,Yes,2026-09-02
LOAN001316,No,
LOAN001317,No,
LOAN001318,No,
LOAN001319,No,
LOAN001320,No,
LOAN001321,Yes,20/09/2026
LOAN001322,No,
LOAN001323,No,
LOAN001324,No,
LOAN001325,No,
LOAN001326,No,
LOAN001327,No,
LOAN001328,No,
LOAN001329,No,
LOAN001330,No,
LOAN001331,No,
LOAN001332,No,
LOAN001333,No,
LOAN001334,No,
LOAN001335,No,
LOAN001336,Yes,2023-01-16
LOAN001337,No,
LOAN001338,No,
LOAN001339,No,
LOAN001340,No,
LOAN001341,No,
LOAN001342,No,
LOAN001343,No,
LOAN001344,No,
LOAN001345,No,
LOAN001346,No,
LOAN001347,Yes,2024-04-25
LOAN001348,No,
LOAN001349,No,
LOAN001350,No,
LOAN001351,No,
LOAN001352,No,
LOAN001353,No,
LOAN001354,No,
LOAN001355,No,
LOAN001356,No,
LOAN001357,No,
LOAN001358,No,
LOAN001359,No,
LOAN001360,No,
LOAN001361,No,
LOAN001362,No,
LOAN001363,No,
LOAN001364,No,
LOAN001365,No,
LOAN001366,Yes,08/01/2025
LOAN001367,No,
LOAN001368,No,
LOAN001369,No,
LOAN001370,Yes,12/02/2024
LOAN001371,No,
LOAN001372,No,
LOAN001373,No,
LOAN001374,No,
LOAN001375,No,
LOAN001376,No,
LOAN001377,No,
LOAN001378,No,
LOAN001379,No,
LOAN001380,No,
LOAN001381,No,
LOAN001382,Yes,2024-02-22
LOAN001383,No,
LOAN001384,No,
LOAN001385,No,
LOAN001386,No,
LOAN001387,No,
LOAN001388,No,
LOAN001389,No,
LOAN001390,No,
LOAN001391,No,
LOAN001392,No,
LOAN001393,No,
LOAN001394,No,
LOAN001395,Yes,2025-01-12
LOAN001396,No,
LOAN001397,No,
LOAN001398,Yes,2027-01-19
LOAN001399,Yes,2023-06-06
LOAN001400,No,
LOAN001401,No,
LOAN001402,No,
LOAN001403,No,
LOAN001404,No,
LOAN001405,No,
LOAN001406,No,
LOAN001407,No,
LOAN001408,No,
LOAN001409,No,
LOAN001410,No,
LOAN001411,No,
LOAN001412,Yes,16/01/2026
LOAN001413,No,
LOAN001414,No,
LOAN001415,No,
LOAN001416,No,
LOAN001417,No,
LOAN001418,No,
LOAN001419,Yes,2025-08-20
LOAN001420,No,
LOAN001421,No,
LOAN001422,No,
LOAN001423,No,
LOAN001424,No,
LOAN001425,No,
LOAN001426,No,
LOAN001427,No,
LOAN001428,No,
LOAN001429,No,
LOAN001430,No,
LOAN001431,Yes,2025-05-06
LOAN001432,No,
LOAN001433,No,
LOAN001434,No,
LOAN001435,No,
LOAN001436,No,
LOAN001437,No,
LOAN001438,No,
LOAN001439,No,
LOAN001440,No,
LOAN001441,No,
LOAN001442,No,
LOAN001443,No,
LOAN001444,No,
LOAN001445,No,
LOAN001446,No,
LOAN001447,No,
LOAN001448,No,
LOAN001449,No,
LOAN001450,No,
LOAN001451,No,
LOAN001452,No,
LOAN001453,No,
LOAN001454,No,
LOAN001455,No,
LOAN001456,No,
LOAN001457,No,
LOAN001458,No,
LOAN001459,Yes,12/09/2022
LOAN001460,Yes,11/01/2024
LOAN001461,No,
LOAN001462,No,
LOAN001463,No,
LOAN001464,No,
LOAN001465,No,
LOAN001466,No,
LOAN001467,Yes,2024-02-05
LOAN001468,No,
LOAN001469,No,
LOAN001470,No,
LOAN001471,No,
LOAN001472,No,
LOAN001473,No,
LOAN001474,Yes,2023-08-29
LOAN001475,No,
LOAN001476,No,
LOAN001477,No,
LOAN001478,No,
LOAN001479,No,
LOAN001480,Yes,2025-06-27
LOAN001481,No,
LOAN001482,No,
LOAN001483,No,
LOAN001484,No,
LOAN001485,No,
LOAN001486,No,
LOAN001487,No,
LOAN001488,No,
LOAN001489,No,
LOAN001490,Yes,04/05/2027
LOAN001491,No,
LOAN001492,No,
LOAN001493,Yes,03/12/2026
LOAN001494,No,
LOAN001495,No,
LOAN001496,No,
LOAN001497,No,
LOAN001498,No,
LOAN001499,No,
LOAN001500,No,
LOAN001501,Yes,14/01/2027
LOAN001502,Yes,2023-10-24
LOAN001503,Yes,28/09/2026
LOAN001504,No,
LOAN001505,No,
LOAN001506,No,
LOAN001507,Yes,2022-06-20
LOAN001508,No,
LOAN001509,No,
LOAN001510,No,
LOAN001511,No,
LOAN001512,No,
LOAN001513,No,
LOAN001514,No,
LOAN001515,No,
LOAN001516,No,
LOAN001517,No,
LOAN001518,Yes,11/02/2025
LOAN001519,No,
LOAN001520,No,
LOAN001521,No,
LOAN001522,No,
LOAN001523,No,
LOAN001524,No,
LOAN001525,No,
LOAN001526,No,
LOAN001527,No,
LOAN001528,No,
LOAN001529,No,
LOAN001530,No,
LOAN001531,No,
LOAN001532,No,
LOAN001533,No,
LOAN001534,No,
LOAN001535,No,
LOAN001536,No,
LOAN001537,No,
LOAN001538,No,
LOAN001539,No,
LOAN001540,No,
LOAN001541,No,
LOAN001542,No,
LOAN001543,No,
LOAN001544,No,
LOAN001545,No,
LOAN001546,No,
LOAN001547,No,
LOAN001548,No,
LOAN001549,No,
LOAN001550,No,
LOAN001551,No,
LOAN001552,No,
LOAN001553,No,
LOAN001554,No,
LOAN001555,No,
LOAN001556,No,
LOAN001557,No,
LOAN001558,No,
LOAN001559,No,
LOAN001560,No,
LOAN001561,No,
LOAN001562,No,
LOAN001563,No,
LOAN001564,No,
LOAN001565,No,
LOAN001566,No,
LOAN001567,No,
LOAN001568,No,
LOAN001569,No,
LOAN001570,No,
LOAN001571,No,
LOAN001572,No,
LOAN001573,No,
LOAN001574,No,
LOAN001575,No,
LOAN001576,No,
LOAN001577,No,
LOAN001578,No,
LOAN001579,No,
LOAN001580,No,
LOAN001581,No,
LOAN001582,No,
LOAN001583,No,
LOAN001584,No,
LOAN001585,No,
LOAN001586,No,
LOAN001587,No,
LOAN001588,No,
LOAN001589,No,
LOAN001590,No,
LOAN001591,No,
LOAN001592,No,
LOAN001593,No,
LOAN001594,No,
LOAN001595,No,
LOAN001596,No,
LOAN001597,No,
LOAN001598,No,
LOAN001599,No,
LOAN001600,No,
LOAN001601,No,
LOAN001602,No,
LOAN001603,No,
LOAN001604,No,
LOAN001605,No,
LOAN001606,No,
LOAN001607,No,
LOAN001608,No,
LOAN001609,No,
LOAN001610,No,
LOAN001611,No,
LOAN001612,No,
LOAN001613,No,
LOAN001614,No,
LOAN001615,No,
LOAN001616,No,
LOAN001617,No,
LOAN001618,No,
LOAN001619,No,
LOAN001620,No,
LOAN001621,No,
LOAN001622,No,
LOAN001623,No,
LOAN001624,No,
LOAN001625,No,
LOAN001626,No,
LOAN001627,No,
LOAN001628,No,
LOAN001629,No,
LOAN001630,No,
LOAN001631,No,
LOAN001632,No,
LOAN001633,No,
LOAN001634,Yes,2023-10-29
LOAN001635,No,
LOAN001636,No,
LOAN001637,No,
LOAN001638,No,
LOAN001639,No,
LOAN001640,No,
LOAN001641,No,
LOAN001642,No,
LOAN001643,No,
LOAN001644,No,
LOAN001645,No,
LOAN001646,No,
LOAN001647,No,
LOAN001648,No,
LOAN001649,No,
LOAN001650,No,
LOAN001651,No,
LOAN001652,No,
LOAN001653,No,
LOAN001654,No,
LOAN001655,No,
LOAN001656,No,
LOAN001657,No,
LOAN001658,No,
LOAN001659,No,
LOAN001660,Yes,2024-05-18
LOAN001661,No,
LOAN001662,No,
LOAN001663,No,
LOAN001664,No,
LOAN001665,No,
LOAN001666,No,
LOAN001667,No,
LOAN001668,No,
LOAN001669,No,
LOAN001670,No,
LOAN001671,No,
LOAN001672,No,
LOAN001673,No,
LOAN001674,Yes,03/07/2025
LOAN001675,No,
LOAN001676,No,
LOAN001677,No,
LOAN001678,No,
LOAN001679,No,
LOAN001680,No,
LOAN001681,No,
LOAN001682,No,
LOAN001683,No,
LOAN001684,No,
LOAN001685,No,
LOAN001686,No,
LOAN001687,No,
LOAN001688,No,
LOAN001689,No,
LOAN001690,No,
LOAN001691,No,
LOAN001692,No,
LOAN001693,No,
LOAN001694,No,
LOAN001695,No,
LOAN001696,No,
LOAN001697,No,
LOAN001698,No,
LOAN001699,No,
LOAN001700,No,
LOAN001701,No,
LOAN001702,No,
LOAN001703,No,
LOAN001704,No,
LOAN001705,No,
LOAN001706,No,
LOAN001707,No,
LOAN001708,Yes,11/04/2025
LOAN001709,No,
LOAN001710,No,
LOAN001711,Yes,04/12/2026
LOAN001712,No,
LOAN001713,No,
LOAN001714,No,
LOAN001715,No,
LOAN001716,No,
LOAN001717,No,
LOAN001718,Yes,2023-12-15
LOAN001719,No,
LOAN001720,No,
LOAN001721,No,
LOAN001722,No,
LOAN001723,No,
LOAN001724,No,
LOAN001725,No,
LOAN001726,No,
LOAN001727,No,
LOAN001728,No,
LOAN001729,No,
LOAN001730,No,
LOAN001731,No,
LOAN001732,No,
LOAN001733,No,
LOAN001734,No,
LOAN001735,No,
LOAN001736,No,
LOAN001737,Yes,10/10/2024
LOAN001738,No,
LOAN001739,No,
LOAN001740,No,
LOAN001741,No,
LOAN001742,No,
LOAN001743,No,
LOAN001744,No,
LOAN001745,No,
LOAN001746,No,
LOAN001747,No,
LOAN001748,No,
LOAN001749,No,
LOAN001750,No,
LOAN001751,No,
LOAN001752,No,
LOAN001753,No,
LOAN001754,No,
LOAN001755,No,
LOAN001756,No,
LOAN001757,No,
LOAN001758,Yes,04/11/2024
LOAN001759,No,
LOAN001760,No,
LOAN001761,Yes,08/10/2023
LOAN001762,No,
LOAN001763,No,
LOAN001764,No,
LOAN001765,No,
LOAN001766,No,
LOAN001767,No,
LOAN001768,No,
LOAN001769,No,
LOAN001770,No,
LOAN001771,Yes,2021-09-04
LOAN001772,No,
LOAN001773,No,
LOAN001774,No,
LOAN001775,No,
LOAN001776,No,
LOAN001777,No,
LOAN001778,No,
LOAN001779,No,
LOAN001780,No,
LOAN001781,No,
LOAN001782,No,
LOAN001783,No,
LOAN001784,No,
LOAN001785,No,
LOAN001786,No,
LOAN001787,No,
LOAN001788,No,
LOAN001789,No,
LOAN001790,No,
LOAN001791,No,
LOAN001792,No,
LOAN001793,No,
LOAN001794,No,
LOAN001795,No,
LOAN001796,No,
LOAN001797,No,
LOAN001798,No,
LOAN001799,No,
LOAN001800,No,
LOAN001801,No,
LOAN001802,No,
LOAN001803,No,
LOAN001804,No,
LOAN001805,No,
LOAN001806,No,
LOAN001807,No,
LOAN001808,No,
LOAN001809,No,
LOAN001810,No,
LOAN001811,No,
LOAN001812,No,
LOAN001813,No,
LOAN001814,No,
LOAN001815,No,
LOAN001816,No,
LOAN001817,No,
LOAN001818,No,
LOAN001819,No,
LOAN001820,No,
LOAN001821,No,
LOAN001822,No,
LOAN001823,No,
LOAN001824,No,
LOAN001825,No,
LOAN001826,No,
LOAN001827,No,
LOAN001828,No,
LOAN001829,No,
LOAN001830,No,
LOAN001831,No,
LOAN001832,No,
LOAN001833,Yes,17/08/2022
LOAN001834,No,
LOAN001835,No,
LOAN001836,No,
LOAN001837,No,
LOAN001838,No,
LOAN001839,No,
LOAN001840,No,
LOAN001841,No,
LOAN001842,No,
LOAN001843,No,
LOAN001844,No,
LOAN001845,No,
LOAN001846,No,
LOAN001847,Yes,2022-10-31
LOAN001848,No,
LOAN001849,No,
LOAN001850,No,
LOAN001851,No,
LOAN001852,No,
LOAN001853,No,
LOAN001854,No,
LOAN001855,No,
LOAN001856,No,
LOAN001857,No,
LOAN001858,No,
LOAN001859,No,
LOAN001860,No,
LOAN001861,Yes,2026-05-30
LOAN001862,No,
LOAN001863,No,
LOAN001864,Yes,16/12/2022
LOAN001865,No,
LOAN001866,No,
LOAN001867,No,
LOAN001868,No,
LOAN001869,No,
LOAN001870,No,
LOAN001871,No,
LOAN001872,No,
LOAN001873,No,
LOAN001874,Yes,06/04/2023
LOAN001875,No,
LOAN001876,No,
LOAN001877,No,
LOAN001878,Yes,23/08/2025
LOAN001879,No,
LOAN001880,No,
LOAN001881,Yes,04/04/2025
LOAN001882,No,
LOAN001883,No,
LOAN001884,No,
LOAN001885,No,
LOAN001886,No,
LOAN001887,No,
LOAN001888,No,
LOAN001889,No,
LOAN001890,No,
LOAN001891,No,
LOAN001892,No,
LOAN001893,No,
LOAN001894,No,
LOAN001895,No,
LOAN001896,No,
LOAN001897,No,
LOAN001898,No,
LOAN001899,No,
LOAN001900,No,
LOAN001901,No,
LOAN001902,No,
LOAN001903,No,
LOAN001904,No,
LOAN001905,No,
LOAN001906,No,
LOAN001907,No,
LOAN001908,No,
LOAN001909,No,
LOAN001910,No,
LOAN001911,No,
LOAN001912,No,
LOAN001913,No,
LOAN001914,No,
LOAN001915,No,
LOAN001916,No,
LOAN001917,No,
LOAN001918,No,
LOAN001919,No,
LOAN001920,No,
LOAN001921,Yes,2023-02-26
LOAN001922,No,
LOAN001923,No,
LOAN001924,No,
LOAN001925,Yes,15/04/2026
LOAN001926,No,
LOAN001927,No,
LOAN001928,No,
LOAN001929,No,
LOAN001930,No,
LOAN001931,No,
LOAN001932,No,
LOAN001933,No,
LOAN001934,Yes,18/08/2026
LOAN001935,No,
LOAN001936,No,
LOAN001937,No,
LOAN001938,No,
LOAN001939,No,
LOAN001940,Yes,19/09/2024
LOAN001941,No,
LOAN001942,No,
LOAN001943,No,
LOAN001944,No,
LOAN001945,Yes,09/03/2023
LOAN001946,No,
LOAN001947,No,
LOAN001948,No,
LOAN001949,No,
LOAN001950,No,
LOAN001951,No,
LOAN001952,No,
LOAN001953,No,
LOAN001954,No,
LOAN001955,No,
LOAN001956,No,
LOAN001957,No,
LOAN001958,No,
LOAN001959,No,
LOAN001960,No,
LOAN001961,No,
LOAN001962,No,
LOAN001963,No,
LOAN001964,No,
LOAN001965,No,
LOAN001966,No,
LOAN001967,No,
LOAN001968,No,
LOAN001969,Yes,2024-08-14
LOAN001970,No,
LOAN001971,No,
LOAN001972,No,
LOAN001973,No,
LOAN001974,No,
LOAN001975,No,
LOAN001976,No,
LOAN001977,No,
LOAN001978,No,
LOAN001979,No,
LOAN001980,No,
LOAN001981,No,
LOAN001982,No,
LOAN001983,No,
LOAN001984,No,
LOAN001985,No,
LOAN001986,No,
LOAN001987,No,
LOAN001988,No,
LOAN001989,No,
LOAN001990,No,
LOAN001991,No,
LOAN001992,No,
LOAN001993,No,
LOAN001994,Yes,2024-09-25
LOAN001995,No,
LOAN001996,No,
LOAN001997,No,
LOAN001998,No,
LOAN001999,No,
LOAN002000,No,
LOAN002001,No,
LOAN002002,No,
LOAN002003,No,
LOAN002004,No,
LOAN002005,No,
LOAN002006,No,
LOAN002007,No,
LOAN002008,No,
LOAN002009,No,
LOAN002010,No,
LOAN002011,No,
LOAN002012,No,
LOAN002013,No,
LOAN002014,No,
LOAN002015,No,
LOAN002016,No,
LOAN002017,Yes,14/08/2024
LOAN002018,No,
LOAN002019,No,
LOAN002020,No,
LOAN002021,Yes,2023-12-20
LOAN002022,No,
LOAN002023,Yes,2025-10-29
LOAN002024,No,
LOAN002025,No,
LOAN002026,No,
LOAN002027,No,
LOAN002028,No,
LOAN002029,Yes,2026-02-19
LOAN002030,No,
LOAN002031,No,
LOAN002032,No,
LOAN002033,No,
LOAN002034,No,
LOAN002035,No,
LOAN002036,No,
LOAN002037,No,
LOAN002038,No,
LOAN002039,No,
LOAN002040,No,
LOAN002041,No,
LOAN002042,No,
LOAN002043,No,
LOAN002044,No,
LOAN002045,No,
LOAN002046,No,
LOAN002047,No,
LOAN002048,No,
LOAN002049,No,
LOAN002050,No,
LOAN002051,No,
LOAN002052,No,
LOAN002053,No,
LOAN002054,No,
LOAN002055,No,
LOAN002056,No,
LOAN002057,No,
LOAN002058,No,
LOAN002059,No,
LOAN002060,No,
LOAN002061,No,
LOAN002062,No,
LOAN002063,No,
LOAN002064,No,
LOAN002065,No,
LOAN002066,No,
LOAN002067,No,
LOAN002068,No,
LOAN002069,No,
LOAN002070,Yes,2025-04-09
LOAN002071,No,
LOAN002072,No,
LOAN002073,No,
LOAN002074,No,
LOAN002075,No,
LOAN002076,No,
LOAN002077,No,
LOAN002078,No,
LOAN002079,No,
LOAN002080,No,
LOAN002081,No,
LOAN002082,No,
LOAN002083,No,
LOAN002084,No,
LOAN002085,No,
LOAN002086,No,
LOAN002087,No,
LOAN002088,No,
LOAN002089,Yes,2025-08-31
LOAN002090,No,
LOAN002091,No,
LOAN002092,No,
LOAN002093,No,
LOAN002094,No,
LOAN002095,No,
LOAN002096,No,
LOAN002097,No,
LOAN002098,No,
LOAN002099,Yes,18/07/2025
LOAN002100,No,
LOAN002101,No,
LOAN002102,No,
LOAN002103,No,
LOAN002104,No,
LOAN002105,No,
LOAN002106,No,
LOAN002107,No,
LOAN002108,No,
LOAN002109,No,
LOAN002110,No,
LOAN002111,No,
LOAN002112,No,
LOAN002113,No,
LOAN002114,No,
LOAN002115,No,
LOAN002116,No,
LOAN002117,No,
LOAN002118,No,
LOAN002119,Yes,2022-11-17
LOAN002120,Yes,2022-12-02
LOAN002121,No,
LOAN002122,No,
LOAN002123,No,
LOAN002124,No,
LOAN002125,No,
LOAN002126,No,
LOAN002127,No,
LOAN002128,No,
LOAN002129,No,
LOAN002130,Yes,15/07/2024
LOAN002131,No,
LOAN002132,Yes,18/02/2026
LOAN002133,No,
LOAN002134,No,
LOAN002135,No,
LOAN002136,Yes,11/03/2027
LOAN002137,No,
LOAN002138,No,
LOAN002139,Yes,2024-04-22
LOAN002140,No,
LOAN002141,Yes,04/07/2024
LOAN002142,No,
LOAN002143,No,
LOAN002144,No,
LOAN002145,No,
LOAN002146,No,
LOAN002147,No,
LOAN002148,No,
LOAN002149,No,
LOAN002150,No,
LOAN002151,No,
LOAN002152,No,
LOAN002153,No,
LOAN002154,No,
LOAN002155,No,
LOAN002156,No,
LOAN002157,No,
LOAN002158,No,
LOAN002159,No,
LOAN002160,No,
LOAN002161,No,
LOAN002162,No,
LOAN002163,No,
LOAN002164,No,
LOAN002165,No,
LOAN002166,No,
LOAN002167,No,
LOAN002168,No,
LOAN002169,No,
LOAN002170,No,
LOAN002171,No,
LOAN002172,No,
LOAN002173,No,
LOAN002174,No,
LOAN002175,No,
LOAN002176,Yes,19/05/2028
LOAN002177,No,
LOAN002178,Yes,2023-05-31
LOAN002179,No,
LOAN002180,No,
LOAN002181,No,
LOAN002182,No,
LOAN002183,No,
LOAN002184,No,
LOAN002185,No,
LOAN002186,No,
LOAN002187,No,
LOAN002188,No,
LOAN002189,No,
LOAN002190,No,
LOAN002191,No,
LOAN002192,No,
LOAN002193,No,
LOAN002194,No,
LOAN002195,No,
LOAN002196,No,
LOAN002197,No,
LOAN002198,No,
LOAN002199,No,
LOAN002200,No,
LOAN002201,No,
LOAN002202,Yes,20/10/2025
LOAN002203,No,
LOAN002204,Yes,2024-11-07
LOAN002205,No,
LOAN002206,No,
LOAN002207,No,
LOAN002208,No,
LOAN002209,No,
LOAN002210,No,
LOAN002211,No,
LOAN002212,No,
LOAN002213,No,
LOAN002214,No,
LOAN002215,No,
LOAN002216,No,
LOAN002217,No,
LOAN002218,No,
LOAN002219,No,
LOAN002220,No,
LOAN002221,No,
LOAN002222,No,
LOAN002223,No,
LOAN002224,No,
LOAN002225,No,
LOAN002226,No,
LOAN002227,No,
LOAN002228,No,
LOAN002229,No,
LOAN002230,No,
LOAN002231,No,
LOAN002232,No,
LOAN002233,No,
LOAN002234,No,
LOAN002235,No,
LOAN002236,No,
LOAN002237,No,
LOAN002238,No,
LOAN002239,No,
LOAN002240,No,
LOAN002241,No,
LOAN002242,No,
LOAN002243,No,
LOAN002244,No,
LOAN002245,No,
LOAN002246,No,
LOAN002247,Yes,05/05/2022
LOAN002248,Yes,15/06/2024
LOAN002249,No,
LOAN002250,No,
LOAN002251,No,
LOAN002252,No,
LOAN002253,No,
LOAN002254,No,
LOAN002255,No,
LOAN002256,No,
LOAN002257,No,
LOAN002258,No,
LOAN002259,No,
LOAN002260,Yes,2026-04-06
LOAN002261,No,
LOAN002262,Yes,2024-08-25
LOAN002263,No,
LOAN002264,No,
LOAN002265,No,
LOAN002266,No,
LOAN002267,No,
LOAN002268,No,
LOAN002269,No,
LOAN002270,No,
LOAN002271,No,
LOAN002272,No,
LOAN002273,Yes,09/08/2025
LOAN002274,No,
LOAN002275,No,
LOAN002276,No,
LOAN002277,No,
LOAN002278,No,
LOAN002279,No,
LOAN002280,No,
LOAN002281,No,
LOAN002282,No,
LOAN002283,No,
LOAN002284,No,
LOAN002285,No,
LOAN002286,No,
LOAN002287,No,
LOAN002288,No,
LOAN002289,No,
LOAN002290,No,
LOAN002291,No,
LOAN002292,Yes,04/06/2025
LOAN002293,No,
LOAN002294,No,
LOAN002295,Yes,2025-09-17
LOAN002296,No,
LOAN002297,Yes,2023-10-09
LOAN002298,No,
LOAN002299,Yes,2025-06-06
LOAN002300,Yes,05/11/2023
LOAN002301,Yes,2025-04-03
LOAN002302,No,
LOAN002303,Yes,23/04/2027
LOAN002304,No,
LOAN002305,No,
LOAN002306,No,
LOAN002307,Yes,2023-08-06
LOAN002308,No,
LOAN002309,No,
LOAN002310,No,
LOAN002311,No,
LOAN002312,No,
LOAN002313,No,
LOAN002314,No,
LOAN002315,No,
LOAN002316,No,
LOAN002317,No,
LOAN002318,No,
LOAN002319,No,
LOAN002320,No,
LOAN002321,Yes,18/02/2025
LOAN002322,No,
LOAN002323,No,
LOAN002324,No,
LOAN002325,No,
LOAN002326,No,
LOAN002327,No,
LOAN002328,No,
LOAN002329,No,
LOAN002330,No,
LOAN002331,No,
LOAN002332,No,
LOAN002333,No,
LOAN002334,No,
LOAN002335,No,
LOAN002336,No,
LOAN002337,No,
LOAN002338,No,
LOAN002339,Yes,06/03/2025
LOAN002340,No,
LOAN002341,No,
LOAN002342,Yes,2024-06-29
LOAN002343,No,
LOAN002344,No,
LOAN002345,No,
LOAN002346,No,
LOAN002347,No,
LOAN002348,No,
LOAN002349,No,
LOAN002350,No,
LOAN002351,No,
LOAN002352,No,
LOAN002353,No,
LOAN002354,No,
LOAN002355,No,
LOAN002356,No,
LOAN002357,No,
LOAN002358,No,
LOAN002359,No,
LOAN002360,No,
LOAN002361,No,
LOAN002362,Yes,2026-06-02
LOAN002363,No,
LOAN002364,No,
LOAN002365,No,
LOAN002366,No,
LOAN002367,No,
LOAN002368,Yes,16/09/2025
LOAN002369,No,
LOAN002370,No,
LOAN002371,No,
LOAN002372,No,
LOAN002373,No,
LOAN002374,No,
LOAN002375,No,
LOAN002376,Yes,03/12/2023
LOAN002377,No,
LOAN002378,No,
LOAN002379,No,
LOAN002380,No,
LOAN002381,No,
LOAN002382,No,
LOAN002383,No,
LOAN002384,No,
LOAN002385,No,
LOAN002386,No,
LOAN002387,No,
LOAN002388,Yes,25/02/2025
LOAN002389,No,
LOAN002390,No,
LOAN002391,No,
LOAN002392,No,
LOAN002393,No,
LOAN002394,No,
LOAN002395,No,
LOAN002396,No,
LOAN002397,No,
LOAN002398,No,
LOAN002399,No,
LOAN002400,No,
LOAN002401,No,
LOAN002402,No,
LOAN002403,No,
LOAN002404,No,
LOAN002405,No,
LOAN002406,No,
LOAN002407,No,
LOAN002408,No,
LOAN002409,No,
LOAN002410,No,
LOAN002411,No,
LOAN002412,No,
LOAN002413,No,
LOAN002414,No,
LOAN002415,No,
LOAN002416,No,
LOAN002417,No,
LOAN002418,No,
LOAN002419,No,
LOAN002420,No,
LOAN002421,No,
LOAN002422,No,
LOAN002423,No,
LOAN002424,No,
LOAN002425,No,
LOAN002426,No,
LOAN002427,No,
LOAN002428,No,
LOAN002429,No,
LOAN002430,No,
LOAN002431,No,
LOAN002432,No,
LOAN002433,No,
LOAN002434,No,
LOAN002435,No,
LOAN002436,No,
LOAN002437,No,
LOAN002438,No,
LOAN002439,No,
LOAN002440,No,
LOAN002441,No,
LOAN002442,No,
LOAN002443,No,
LOAN002444,No,
LOAN002445,No,
LOAN002446,No,
LOAN002447,No,
LOAN002448,No,
LOAN002449,No,
LOAN002450,No,
LOAN002451,No,
LOAN002452,No,
LOAN002453,No,
LOAN002454,No,
LOAN002455,No,
LOAN002456,No,
LOAN002457,No,
LOAN002458,Yes,31/05/2023
LOAN002459,No,
LOAN002460,No,
LOAN002461,No,
LOAN002462,No,
LOAN002463,No,
LOAN002464,No,
LOAN002465,No,
LOAN002466,No,
LOAN002467,No,
LOAN002468,No,
LOAN002469,No,
LOAN002470,No,
LOAN002471,No,
LOAN002472,No,
LOAN002473,No,
LOAN002474,No,
LOAN002475,No,
LOAN002476,No,
LOAN002477,No,
LOAN002478,No,
LOAN002479,No,
LOAN002480,No,
LOAN002481,No,
LOAN002482,No,
LOAN002483,No,
LOAN002484,No,
LOAN002485,No,
LOAN002486,No,
LOAN002487,No,
LOAN002488,No,
LOAN002489,No,
LOAN002490,No,
LOAN002491,No,
LOAN002492,No,
LOAN002493,No,
LOAN002494,No,
LOAN002495,Yes,09/12/2025
LOAN002496,No,
LOAN002497,Yes,2023-03-22
LOAN002498,No,
LOAN002499,No,
LOAN002500,No,
LOAN002501,No,
LOAN002502,No,
LOAN002503,No,
LOAN002504,No,
LOAN002505,No,
LOAN002506,No,
LOAN002507,No,
LOAN002508,No,
LOAN002509,No,
LOAN002510,No,
LOAN002511,No,
LOAN002512,No,
LOAN002513,No,
LOAN002514,No,
LOAN002515,No,
LOAN002516,No,
LOAN002517,No,
LOAN002518,No,
LOAN002519,No,
LOAN002520,No,
LOAN002521,No,
LOAN002522,No,
LOAN002523,No,
LOAN002524,No,
LOAN002525,No,
LOAN002526,No,
LOAN002527,No,
LOAN002528,No,
LOAN002529,No,
LOAN002530,No,
LOAN002531,Yes,02/07/2022
LOAN002532,No,
LOAN002533,No,
LOAN002534,No,
LOAN002535,No,
LOAN002536,No,
LOAN002537,No,
LOAN002538,No,
LOAN002539,No,
LOAN002540,No,
LOAN002541,No,
LOAN002542,No,
LOAN002543,No,
LOAN002544,No,
LOAN002545,No,
LOAN002546,No,
LOAN002547,No,
LOAN002548,No,
LOAN002549,No,
LOAN002550,No,
LOAN002551,No,
LOAN002552,No,
LOAN002553,No,
LOAN002554,No,
LOAN002555,No,
LOAN002556,Yes,2023-09-07
LOAN002557,No,
LOAN002558,No,
LOAN002559,No,
LOAN002560,No,
LOAN002561,No,
LOAN002562,Yes,2024-05-01
LOAN002563,No,
LOAN002564,No,
LOAN002565,No,
LOAN002566,No,
LOAN002567,No,
LOAN002568,No,
LOAN002569,No,
LOAN002570,No,
LOAN002571,No,
LOAN002572,No,
LOAN002573,No,
LOAN002574,No,
LOAN002575,No,
LOAN002576,No,
LOAN002577,No,
LOAN002578,No,
LOAN002579,No,
LOAN002580,No,
LOAN002581,No,
LOAN002582,No,
LOAN002583,No,
LOAN002584,No,
LOAN002585,No,
LOAN002586,No,
LOAN002587,No,
LOAN002588,No,
LOAN002589,No,
LOAN002590,No,
LOAN002591,Yes,09/11/2023
LOAN002592,No,
LOAN002593,No,
LOAN002594,No,
LOAN002595,Yes,2022-02-20
LOAN002596,No,
LOAN002597,No,
LOAN002598,No,
LOAN002599,Yes,2026-11-21
LOAN002600,No,
LOAN002601,No,
LOAN002602,No,
LOAN002603,No,
LOAN002604,No,
LOAN002605,No,
LOAN002606,No,
LOAN002607,No,
LOAN002608,No,
LOAN002609,No,
LOAN002610,No,
LOAN002611,No,
LOAN002612,No,
LOAN002613,No,
LOAN002614,No,
LOAN002615,No,
LOAN002616,No,
LOAN002617,No,
LOAN002618,No,
LOAN002619,No,
LOAN002620,No,
LOAN002621,No,
LOAN002622,No,
LOAN002623,No,
LOAN002624,No,
LOAN002625,No,
LOAN002626,No,
LOAN002627,No,
LOAN002628,No,
